ID,Name,Ref,RAdeg,DEdeg,Rad_arcmin,gmag,rmag,RVel,e_RVel,r_RVel,Notes,TotL,Rank,in_candidate_catalog,selected_085,selected_gold_silver_085,outside_10,valid_r
,f2.GC-70,"i,l,r,u,y",201.28725,-43.148238,7.62,20.62,20.12,678.0,26.0,r,,,,False,False,False,False,True
,f2.GC-69,"i,l,r,u,y",201.287804,-43.167212,8.65,20.35,19.61,552.0,26.0,r,,,,False,False,False,False,True
,GC0134,"n,o,q,y",201.288309,-42.983111,4.44,18.14,17.51,630.0,33.0,q,,,,False,False,False,False,True
,pff-gc-040,"g,i,n,r,u,y",201.289711,-42.921783,7.43,19.44,18.85,448.0,23.0,r,,,,False,False,False,False,True
,LDSS2-34333,"q,r,u,x,y",201.290026,-43.0772,4.11,20.86,20.26,648.0,19.0,r,,,,False,False,False,False,True
,HGHH-G329,"d,g,i,n,o,u,y",201.292425,-43.035186,3.07,20.37,19.37,485.0,34.0,o,,,,False,False,False,False,True
,GC0138,"n,o,r,u,y",201.292791,-42.89248,9.0,18.21,17.43,416.0,8.0,r,,,,False,False,False,False,True
229997.0,HHH86-14,"c,g,i,j,l,n,o,y",201.293726,-42.747983,17.4,18.45,17.74,723.0,41.0,o,1.0,1.0,gold,True,True,True,True,True
,AAT113992,"l,n,o,u,x,y",201.293738,-43.056669,3.31,20.84,20.05,648.0,58.0,o,,,,False,False,False,False,True
,C133,"l,n,u,y",201.296102,-43.025529,2.95,20.23,19.27,,,,,,,False,False,False,False,True
230226.0,H12-69,"w,y,z",201.296298,-43.509212,28.68,,,548.0,1.0,z,,,,False,False,False,True,False
,pff-gc-041,"g,i,j,l,n,q,r,u,x,y",201.296487,-43.052661,3.11,19.87,19.24,426.0,21.0,r,,,,False,False,False,False,True
,HGHH-G327,"d,g,i,n,o,r,u,x,y",201.299843,-43.072031,3.58,20.3,19.46,622.0,18.0,r,,,,False,False,False,False,True
,HGHH-G81,"d,g,i,n,q,r,u,y",201.300432,-42.956994,5.34,18.99,18.28,490.0,10.0,r,,,,False,False,False,False,True
230667.0,pff-gc-042,"g,i,n,o,r,y",201.300822,-43.276057,14.79,19.24,18.54,573.0,16.0,r,1.0,1.0,gold,True,True,True,True,True
,GC0147,"n,o,u,x,y",201.301402,-42.968781,4.72,20.86,20.14,754.0,143.0,o,,,,False,False,False,False,True
230749.0,pff-gc-043,"g,i,n,o,r,y",201.301817,-43.235389,12.39,19.71,18.95,526.0,33.0,r,,1.0,silver,True,True,True,True,True
,GC0505,"r,u,y",201.302909,-43.032194,2.61,20.67,19.85,578.0,20.0,r,,,,False,False,False,False,True
,f2.GC-63,"i,r,y",201.303217,-43.178745,9.08,21.32,20.49,280.0,29.0,r,,,,False,False,False,False,True
,88,"i,j,n,r,u,x,y",201.303517,-42.94994,5.64,19.89,19.28,664.0,141.0,r,,,,False,False,False,False,True
,R261,"g,m,n,o,q,r,s,u,x,y",201.303686,-43.1331,6.5,18.65,17.89,612.0,10.0,s,,,,False,False,False,False,True
,GC0507,"r,u,y",201.304338,-42.932285,6.59,20.36,19.78,461.0,27.0,r,,,,False,False,False,False,True
231013.0,pff-gc-044,"g,i,j,n,r,y",201.30492,-43.27653,14.79,19.62,18.94,568.0,53.0,r,1.0,1.0,gold,True,True,True,True,True
,C134,"l,n,u,y",201.30509,-43.042008,2.57,21.09,20.48,,,,,,,False,False,False,False,True
231059.0,pff-gc-045,"g,i,n,r,u,x,y",201.30548,-42.87006,10.12,20.09,19.27,474.0,23.0,r,,0.1381,silver,True,False,False,True,True
231201.0,GC0509,"r,y",201.307063,-42.675718,21.61,21.62,21.0,306.0,35.0,r,,,,False,False,False,True,True
,GC0508,"r,y",201.307083,-42.793576,14.6,22.24,21.63,326.0,71.0,r,,,,False,False,False,True,True
,R259,"g,n,q,r,u,x,y",201.307777,-43.125703,6.02,21.19,20.49,623.0,29.0,r,,,,False,False,False,False,True
,GC0585,"r,u,y",201.308656,-43.045194,2.46,20.61,20.02,510.0,82.0,r,,,,False,False,False,False,True
,C136,"l,n,y",201.308686,-43.059722,2.83,21.73,21.06,,,,,,,False,False,False,False,True
,C135,"l,n,r,y",201.308688,-43.01425,2.63,19.34,18.77,577.0,55.0,r,,,,False,False,False,False,True
,LDSS2-30585,"q,r,u,x,y",201.309132,-43.079619,3.61,20.62,20.06,858.0,30.0,r,,,,False,False,False,False,True
,78,"i,j,n,o,q,r,u,y",201.30937,-43.123203,5.85,20.01,19.14,616.0,18.0,r,,,,False,False,False,False,True
,GC0161,"n,o,q,u,x,y",201.31295,-42.96265,4.78,20.56,19.99,541.0,61.0,q,,,,False,False,False,False,True
231719.0,pff-gc-047,"g,i,n,r,u,y",201.313017,-42.841715,11.71,20.23,19.59,716.0,55.0,r,1.0,0.4756,gold,True,False,False,True,True
,R257,"g,n,u,x,y",201.313462,-43.144221,6.97,21.28,20.49,339.0,51.0,n,,,,False,False,False,False,True
231988.0,pff-gc-048,"g,i,n,o,y",201.315828,-42.82083,12.93,20.29,19.71,483.0,116.0,o,1.0,1.0,gold,True,True,True,True,True
,GC0164,"n,o,q,r,u,x,y",201.316321,-43.100931,4.51,20.87,20.14,570.0,32.0,r,,,,False,False,False,False,True
,pff-gc-049,"g,i,n,q,r,u,x,y",201.316915,-43.085131,3.68,19.98,19.3,707.0,19.0,r,,,,False,False,False,False,True
,C137,"l,n,r,y",201.31694,-43.038611,2.01,19.64,18.93,467.0,34.0,r,,,,False,False,False,False,True
,HHH86-5,"c,g,m,n,o,y",201.317181,-42.882779,9.26,17.89,17.29,563.0,41.0,o,,,,False,False,False,False,True
,HCH99-1,"e,g,m,n,o,y",201.317575,-42.995389,3.02,19.62,18.91,629.0,78.0,o,,,,False,False,False,False,True
232153.0,HHH86-33,"c,g,j,n,o,r,y",201.317766,-42.848099,11.3,18.87,18.24,566.0,13.0,r,1.0,0.9998,gold,True,True,True,True,True
,GC0171,s,201.318333,-43.035194,1.94,,,296.0,10.0,s,,,,False,False,False,False,False
,GC0586,"r,u,y",201.31893,-43.103361,4.59,21.1,20.27,679.0,45.0,r,,,,False,False,False,False,True
,HCH02,"g,n,o,x,y",201.319486,-43.03575,1.88,19.05,18.32,483.0,50.0,o,,,,False,False,False,False,True
232318.0,pff-gc-050,"g,n,r,y",201.319685,-42.838393,11.86,20.78,20.07,711.0,30.0,r,,0.9988,silver,True,True,True,True,True
,C138,"l,n,u,y",201.320525,-43.052189,2.15,20.92,20.28,,,,,,,False,False,False,False,True
,R254,"g,n,o,r,u,y",201.32061,-43.15778,7.67,19.79,19.13,561.0,26.0,r,,,,False,False,False,False,True
,C139,"l,n,r,x,y",201.321117,-43.045731,1.95,19.77,18.95,655.0,16.0,r,,,,False,False,False,False,True
,HGHH-G219,"d,g,n,o,y",201.322097,-42.979611,3.69,19.3,18.45,534.0,28.0,o,,,,False,False,False,False,True
,R253,"g,n,o,r,y",201.322165,-43.144162,6.86,20.02,19.38,485.0,52.0,r,,,,False,False,False,False,True
,C140,"l,n,y",201.322674,-43.057,2.24,20.67,19.96,,,,,,,False,False,False,False,True
,GC0459,"q,u,y",201.323674,-42.937162,6.03,22.06,21.3,458.0,72.0,q,,,,False,False,False,False,True
,GC0510,"r,u,y",201.323714,-42.882326,9.24,21.29,20.63,670.0,45.0,r,,,,False,False,False,False,True
,C141,"l,n,y",201.325602,-43.047472,1.82,21.57,20.92,,,,,,,False,False,False,False,True
,63,"i,j,n,r,u,y",201.326167,-42.884639,9.08,19.46,18.74,384.0,16.0,r,,,,False,False,False,False,True
232888.0,GC0511,"r,y",201.326295,-42.79794,14.23,21.78,21.02,487.0,39.0,r,,0.9607,silver,True,True,True,True,True
,AAT115339,"l,n,o,r,u,x,y",201.326815,-43.0694,2.65,20.43,19.74,618.0,108.0,r,,,,False,False,False,False,True
,C142,"l,n,r,y",201.327144,-43.021111,1.72,18.51,17.52,548.0,19.0,r,,,,False,False,False,False,True
233113.0,GC0512,"r,y",201.328917,-42.65105,23.0,20.51,19.88,631.0,31.0,r,,1.0,silver,True,True,True,True,True
,HGHH-G331,"d,g,n,o,r,y",201.331212,-43.041222,1.44,19.3,18.79,371.0,14.0,r,,,,False,False,False,False,True
,GC0185,"n,o,u,y",201.332594,-42.974244,3.79,21.02,20.23,514.0,46.0,o,,,,False,False,False,False,True
,R247,"g,n,q,u,y",201.333149,-43.128834,5.85,20.61,19.79,723.0,33.0,q,,,,False,False,False,False,True
,GC0587,"r,u,y",201.333605,-43.052778,1.71,20.67,19.85,278.0,37.0,r,,,,False,False,False,False,True
233578.0,GC0513,"r,y",201.33379,-43.372707,20.38,21.07,20.37,844.0,54.0,r,,0.8931,silver,True,True,True,True,True
,GC0460,"q,r,u,y",201.335098,-43.102556,4.3,20.89,20.05,737.0,17.0,r,,,,False,False,False,False,True
,175,"i,n,o,r,u,x,y",201.335175,-42.902328,7.96,20.84,20.26,855.0,73.0,r,,,,False,False,False,False,True
,f2.GC-46,"i,n,o,q,r,u,x,y",201.336265,-43.109981,4.72,21.09,20.14,817.0,47.0,r,,,,False,False,False,False,True
233815.0,GC0514,"r,y",201.336462,-42.696438,20.26,20.84,20.08,518.0,19.0,r,1.0,1.0,gold,True,True,True,True,True
234051.0,65,"i,j,n,o,r,y",201.338846,-42.821654,12.76,19.77,19.03,450.0,15.0,r,1.0,1.0,gold,True,True,True,True,True
234049.0,GC0190,"n,o,y",201.338826,-43.3998,21.99,20.43,19.6,254.0,169.0,o,,1.0,silver,True,True,True,True,True
234372.0,GC0428,"r,y",201.342354,-43.277468,14.65,20.44,19.77,417.0,47.0,r,,0.7379,silver,True,False,False,True,True
,VHH81-06,"b,c,d,g,i,j,l,m,n,o,y",201.342458,-43.046,1.15,,,790.0,44.0,o,,,,False,False,False,False,False
234435.0,pff-gc-051,"g,i,n,o,r,y",201.343065,-43.250044,13.01,20.17,19.32,451.0,30.0,r,1.0,1.0,gold,True,True,True,True,True
,GC0429,"r,u,x,y,z",201.345363,-43.136148,6.19,19.54,18.46,146.0,110.0,r,,,,False,False,False,False,True
,GC0515,"r,y",201.346186,-43.105806,4.38,21.44,20.64,591.0,29.0,r,,,,False,False,False,False,True
,C143,"l,n,q,y",201.346731,-43.053583,1.38,21.58,21.16,328.0,81.0,q,,,,False,False,False,False,True
234812.0,GC0516,"r,y",201.347181,-42.813272,13.23,19.87,19.18,527.0,11.0,r,,1.0,silver,True,True,True,True,True
,GC0461,"q,u,y",201.349972,-43.062528,1.82,21.17,20.54,527.0,74.0,q,,,,False,False,False,False,True
,GC0430,"r,u,y",201.351614,-42.954667,4.75,19.91,19.08,503.0,75.0,r,,,,False,False,False,False,True
,f2.GC-40,"i,n,o,r,u,x,y",201.351654,-43.133013,5.98,19.9,19.17,542.0,34.0,r,,,,False,False,False,False,True
235358.0,GC0517,"r,y",201.353161,-43.227053,11.61,20.79,20.07,798.0,60.0,r,,1.0,silver,True,True,True,True,True
235610.0,GC0518,"r,y",201.35574,-42.824327,12.56,21.61,20.99,589.0,63.0,r,,0.023,silver,True,False,False,True,True
,GC0196,"n,o,u,y",201.355789,-42.972629,3.67,20.79,20.06,550.0,40.0,o,,,,False,False,False,False,True
,138,"i,j,n,o,q,r,u,x,y",201.356246,-42.94199,5.5,20.41,19.8,597.0,34.0,r,,,,False,False,False,False,True
,pff-gc-052,"g,i,l,n,q,r,u,x,y",201.357261,-43.087939,3.26,20.22,19.61,534.0,31.0,r,,,,False,False,False,False,True
,C144,"l,n,y",201.359591,-43.077361,2.62,22.24,21.37,,,,,,,False,False,False,False,True
,f2.GC-36,"i,n,o,x,y",201.3615,-43.148155,6.87,20.1,19.47,267.0,71.0,o,,,,False,False,False,False,True
,121,"i,j,n,o,r,u,x,y",201.361614,-42.877727,9.35,20.11,19.55,508.0,40.0,r,,,,False,False,False,False,True
,R235,"g,i,n,o,r,u,x,y",201.361752,-43.161253,7.65,19.85,19.28,524.0,23.0,r,,,,False,False,False,False,True
,GC0520,"r,u,y",201.363313,-42.977194,3.38,21.16,20.38,572.0,48.0,r,,,,False,False,False,False,True
,GC0463,"q,r,u,y",201.363699,-42.974667,3.53,20.14,19.34,237.0,30.0,r,,,,False,False,False,False,True
,GC0464,"q,r,u,y",201.364349,-42.925018,6.51,21.4,20.63,461.0,35.0,r,,,,False,False,False,False,True
,57,"i,j,l,n,o,q,r,u,y",201.366608,-43.067278,2.02,19.65,18.81,715.0,10.0,r,,,,False,False,False,False,True
,HCH13,"g,n,o,y",201.369531,-43.048611,0.95,19.58,18.71,613.0,37.0,o,,,,False,False,False,False,True
236838.0,103,"i,r,x,y",201.369712,-42.836726,11.81,19.99,19.42,646.0,24.0,r,,0.9998,silver,True,True,True,True,True
,149,"i,r,u,y",201.370054,-42.887733,8.76,20.76,19.98,176.0,24.0,r,,,,False,False,False,False,True
,40,"i,j,n,o,q,u,y",201.371904,-42.963083,4.24,18.92,18.27,658.0,32.0,q,,,,False,False,False,False,True
,172,"i,n,o,u,x,y",201.372545,-42.890417,8.6,20.8,20.18,446.0,61.0,o,,,,False,False,False,False,True
,HGHH-G169,"d,g,i,n,q,u,x,y",201.372615,-42.969369,3.87,19.96,19.1,660.0,34.0,q,,,,False,False,False,False,True
,f2.GC-31,"i,l,w,y",201.372777,-43.128232,5.69,21.0,20.38,,,,,,,False,False,False,False,True
,pff-gc-053,"g,i,n,q,u,y",201.373445,-42.912328,7.29,19.73,18.92,390.0,18.0,q,,,,False,False,False,False,True
,R229,"g,n,x,y",201.373922,-43.19524,9.7,20.02,19.39,517.0,66.0,n,,,,False,False,False,False,True
,HCH99-15,"e,m,n,x,y",201.374166,-43.001944,1.96,,,519.0,1.0,n,,,,False,False,False,False,False
,157,"i,l,n,u,x,y",201.374514,-43.0859,3.18,20.83,20.12,,,,,,,False,False,False,False,True
,GC0213,s,201.374583,-43.001083,2.02,,,519.0,10.0,s,,,,False,False,False,False,False
,28,"i,j,n,o,q,u,y",201.375335,-42.946344,5.26,18.82,18.05,761.0,13.0,q,,,,False,False,False,False,True
237299.0,GC0522,"r,y",201.375412,-43.375909,20.54,21.36,20.51,573.0,48.0,r,,0.8307,silver,True,False,False,True,True
,155,"i,r,u,y",201.375651,-42.900241,8.02,20.63,20.03,1051.0,52.0,r,,,,False,False,False,False,True
,f2.GC-28,"i,l,q,u,y",201.375769,-43.115,4.92,21.92,21.18,642.0,58.0,q,,,,False,False,False,False,True
,HCH99-16,"e,g,m,n,o,s,x,y",201.376211,-42.993,2.51,19.19,18.63,459.0,11.0,s,,,,False,False,False,False,True
,GC0466,"q,y",201.376421,-43.095139,3.74,20.98,20.37,379.0,50.0,q,,,,False,False,False,False,True
,HHH86-15,"g,i,j,m,n,o,r,s,x,y",201.376686,-43.197127,9.82,18.98,18.18,640.0,10.0,s,,,,False,False,False,False,True
,C147,"l,n,u,x,y",201.377788,-43.063089,1.88,20.72,20.07,,,,,,,False,False,False,False,True
237523.0,pff-gc-055,"g,i,n,o,r,y",201.378072,-42.80369,13.81,20.13,19.7,484.0,47.0,r,,0.9992,bronze,True,True,False,True,True
237531.0,GC0221,"n,o,y",201.378132,-42.504413,31.75,19.1,18.68,288.0,61.0,o,,,,False,False,False,True,True
,GC0467,"q,y",201.379033,-42.976917,3.47,19.39,19.06,209.0,33.0,q,,,,False,False,False,False,True
237640.0,10,"i,j,n,o,y",201.379341,-42.837435,11.79,17.61,16.95,412.0,71.0,o,,1.0,silver,True,True,True,True,True
,AAT117287,"l,n,o,r,y",201.379465,-43.071389,2.38,20.92,20.02,554.0,60.0,r,,,,False,False,False,False,True
,GC0468,"q,u,y",201.380298,-42.929911,6.27,21.93,21.12,372.0,68.0,q,,,,False,False,False,False,True
,HGHH-G292,"d,g,i,n,y",201.381178,-42.968972,3.96,20.53,19.66,655.0,43.0,n,,,,False,False,False,False,True
,HCH99-18,"e,g,m,n,o,s,x,y",201.381665,-43.000778,2.14,17.83,17.23,452.0,10.0,s,,,,False,False,False,False,True
,142,"i,n,o,q,u,x,y",201.382213,-42.920995,6.81,20.39,19.76,636.0,133.0,o,,,,False,False,False,False,True
237907.0,C44,"f,g,h,i,j,m,n,o,r,s,x,y",201.382236,-43.32296,17.38,18.97,18.19,496.0,11.0,s,1.0,1.0,gold,True,True,True,True,True
,GC0469,q,201.382317,-42.999278,2.23,20.67,19.92,377.0,39.0,q,,,,False,False,False,False,True
,185,"i,l,n,u,x,y",201.382338,-43.0961,3.84,20.5,20.17,,,,,,,False,False,False,False,True
,R224,"g,l,n,r,u,x,y",201.384742,-43.121402,5.35,20.44,19.87,456.0,20.0,r,,,,False,False,False,False,True
,HGHH-G359,"d,g,i,n,o,q,r,y",201.385087,-42.980611,3.33,19.31,18.51,489.0,14.0,r,,,,False,False,False,False,True
,pff-gc-056,"g,i,j,n,q,u,y",201.386696,-42.940074,5.71,18.95,18.35,254.0,33.0,q,,,,False,False,False,False,True
,R223,"g,l,m,n,o,q,s,u,x,y",201.386666,-43.117283,5.13,19.18,18.46,776.0,10.0,s,,,,False,False,False,False,True
,66,"i,l,n,o,q,u,y",201.386985,-43.074778,2.68,19.86,19.0,607.0,23.0,q,,,,False,False,False,False,True
,f2.GC-21,"i,r,u,y",201.38797,-43.156,7.42,21.19,20.61,351.0,69.0,r,,,,False,False,False,False,True
,GC0470,"q,u",201.387972,-42.915893,7.15,21.28,20.65,624.0,74.0,q,,,,False,False,False,False,True
,f2.GC-20,"i,l,w",201.388146,-43.117,5.12,21.85,21.12,,,,,,,False,False,False,False,True
,pff-gc-057,"g,i,n,r,x,y",201.388221,-42.9842,3.17,20.82,19.93,518.0,10.0,r,,,,False,False,False,False,True
,f2.GC-18,"i,l",201.390294,-43.121985,5.43,21.91,21.27,,,,,,,False,False,False,False,True
,C150,"l,n,r,u,y",201.390937,-43.047111,1.48,22.54,20.45,607.0,31.0,r,,,,False,False,False,False,True
,C151,"l,n,r,u,x,y",201.391418,-43.064269,2.23,21.29,20.25,299.0,67.0,r,,,,False,False,False,False,True
238727.0,GC0524,"r,y",201.391463,-42.860916,10.43,21.35,20.76,527.0,61.0,r,,0.023,silver,True,False,False,True,True
,MAGJM-11,"g,n,o,y",201.391419,-42.994278,2.67,19.54,18.72,508.0,51.0,o,,,,False,False,False,False,True
,f2.GC-17,"i,r,u,x,y",201.392,-43.179361,8.83,,,396.0,84.0,r,,,,False,False,False,False,False
,HGHH-G206,"d,g,i,n,q,y",201.392091,-42.983528,3.27,19.55,18.76,716.0,34.0,q,,,,False,False,False,False,True
,HGHH-45,"g,i,n,o,q,u,x,y",201.39273,-42.949694,5.2,19.2,18.63,591.0,39.0,q,,,,False,False,False,False,True
238884.0,54,"i,j,n,o,r,y",201.393213,-42.851626,11.0,19.39,18.69,270.0,27.0,r,1.0,0.9999,gold,True,True,True,True,True
,GC0242,s,201.393333,-43.057361,1.96,,,661.0,10.0,s,,,,False,False,False,False,False
,HCH99-21,"e,m",201.393333,-43.058333,2.0,,,662.0,1.0,m,,,,False,False,False,False,False
,HCH21,"g,i,l,n,o,r,x,y",201.394369,-43.057694,2.0,19.14,18.43,662.0,1.0,r,,,,False,False,False,False,True
,C154,"l,n,q,y",201.394634,-43.058389,2.04,20.42,19.69,719.0,86.0,q,,,,False,False,False,False,True
239126.0,HHH86-16,"c,g,n,o,y",201.395898,-42.601351,25.97,18.93,18.29,552.0,37.0,o,1.0,0.9965,gold,True,True,True,True,True
,pff-gc-058,"g,i,j,n,o,q,r,u,y",201.396374,-42.945864,5.46,18.99,18.4,333.0,14.0,r,,,,False,False,False,False,True
,GC0246,"n,o,r,u,x,y",201.39651,-42.883568,9.12,20.82,19.96,593.0,43.0,r,,,,False,False,False,False,True
,35,"i,j,l,n,q,u,y",201.397083,-43.091399,3.78,,,599.0,17.0,q,,,,False,False,False,False,False
,MAGJM-08,"g,i,n,o,q,y",201.397921,-42.993111,2.88,19.95,19.12,730.0,31.0,q,,,,False,False,False,False,True
,R215,"g,n,o,r,u,x,y",201.398506,-43.143574,6.78,21.17,20.45,542.0,56.0,r,,,,False,False,False,False,True
,f2.GC-14,"i,l,w",201.39962,-43.121116,5.49,21.61,20.74,,,,,,,False,False,False,False,True
,R213,"g,n,u,y",201.399704,-43.124426,5.68,21.48,20.62,532.0,52.0,n,,,,False,False,False,False,True
,139,"i,n,o,u,x,y",201.400297,-42.894495,8.51,20.59,19.82,609.0,116.0,o,,,,False,False,False,False,True
,GC0433,"r,y",201.400458,-42.938,5.97,,,575.0,56.0,r,,,,False,False,False,False,False
,C155,"l,n,u,y",201.402037,-43.134267,6.29,22.03,21.41,,,,,,,False,False,False,False,True
,MAGJM-06,"g,i,n,o,y",201.40288,-42.999778,2.69,19.31,18.46,487.0,37.0,o,,,,False,False,False,False,True
239961.0,GC0525,"r,y",201.404978,-42.723248,18.71,21.52,20.77,551.0,41.0,r,,1.0,bronze,True,True,False,True,True
,AAT118198,"l,n,o,q,u,y",201.406112,-43.095806,4.19,20.15,19.28,524.0,18.0,q,,,,False,False,False,False,True
240139.0,GC0526,"r,y",201.406899,-42.65892,22.56,21.05,20.5,512.0,29.0,r,,0.9957,bronze,True,True,False,True,True
,GC0434,"r,u,y",201.407752,-42.941098,5.89,19.35,18.57,480.0,16.0,r,,,,False,False,False,False,True
240331.0,R209,"g,n,o,r,x,y",201.408878,-43.217307,11.2,21.01,20.28,558.0,43.0,r,,0.9964,silver,True,True,True,True,True
,GC0589,"r,u,y",201.409506,-42.914907,7.41,20.82,19.97,686.0,98.0,r,,,,False,False,False,False,True
,315,"i,l,n,r,u,y",201.410234,-43.058028,2.54,19.72,19.16,574.0,106.0,r,,,,False,False,False,False,True
,GC0435,"r,u,x,y",201.410574,-42.955528,5.13,20.28,19.45,706.0,63.0,r,,,,False,False,False,False,True
,HGHH-G268,"d,g,i,n,y",201.410867,-42.988778,3.42,19.34,18.61,436.0,43.0,n,,,,False,False,False,False,True
,C158,"l,n,u,x,y",201.411587,-43.092919,4.15,20.82,20.11,,,,,,,False,False,False,False,True
,C159,"l,n,r,u,x,y",201.413286,-43.076061,3.37,21.05,20.22,354.0,140.0,r,,,,False,False,False,False,True
,MAGJM-01,"g,n,o,y",201.413858,-43.013556,2.55,20.12,19.33,603.0,48.0,o,,,,False,False,False,False,True
,GC0527,"r,y",201.414234,-42.973361,4.26,20.53,19.93,301.0,19.0,r,,,,False,False,False,False,True
,pff-gc-059,"g,i,l,n,o,u,y",201.415196,-43.067039,3.05,20.38,19.58,557.0,49.0,o,,,,False,False,False,False,True
,HHH86-17,"c,f,g,h,i,j,m,n,o,q,r,s,u,x,y",201.415552,-42.93307,6.46,17.99,17.32,787.0,10.0,s,,,,False,False,False,False,True
,HHH86-18,"c,g,i,j,l,m,n,o,q,u,y",201.416148,-43.083861,3.81,17.87,17.22,442.0,7.0,q,,,,False,False,False,False,True
,C160,"l,n,r,y",201.416936,-43.051972,2.63,20.13,19.69,480.0,256.0,r,,,,False,False,False,False,True
,R204,"g,l,n,r,x,y",201.418906,-43.121607,5.82,20.21,19.4,443.0,23.0,r,,,,False,False,False,False,True
,C101,"f,i,n,r,u,y",201.419033,-42.933607,6.49,20.94,20.18,631.0,91.0,r,,,,False,False,False,False,True
241201.0,HHH86-34,"c,g,i,n,o,r,y",201.41916,-43.353833,19.36,18.78,17.88,631.0,9.0,r,,0.02807,gold,True,False,False,True,True
,238,"i,l,n,u,y",201.420333,-43.083394,3.91,21.13,20.7,,,,,,,False,False,False,False,True
,R203,"g,l,n,o,q,r,u,y",201.420448,-43.137773,6.74,20.12,19.57,446.0,31.0,r,,,,False,False,False,False,True
,GC0273,"n,o,q,r,x,y",201.422325,-42.969131,4.67,20.51,19.74,774.0,35.0,r,,,,False,False,False,False,True
,C163,"l,n,r,u,x,y",201.423492,-43.062719,3.19,21.11,20.41,701.0,43.0,r,,,,False,False,False,False,True
,LDSS2-14627,"q,r,y",201.423833,-42.975444,4.4,19.51,18.73,456.0,10.0,r,,,,False,False,False,False,True
,R202,"g,n,o,u,y",201.424968,-43.178275,9.09,19.74,19.11,279.0,60.0,o,,,,False,False,False,False,True
,C164,"l,n,r,u,y",201.425374,-43.055417,3.04,20.47,19.8,536.0,25.0,r,,,,False,False,False,False,True
,GC0471,"q,r,u,y",201.425478,-42.956642,5.37,19.93,19.49,275.0,24.0,r,,,,False,False,False,False,True
,HGHH-G370,"d,g,i,n,o,q,x,y",201.426052,-42.988019,3.9,18.78,18.08,471.0,24.0,q,,,,False,False,False,False,True
,pff-gc-060,"g,i,j,n,q,x,y",201.426803,-42.984019,4.1,19.21,18.48,848.0,22.0,q,,,,False,False,False,False,True
,153,"i,l,n,o,q,u,y",201.427168,-43.061528,3.28,20.95,20.06,385.0,87.0,o,,,,False,False,False,False,True
